31700.338 0.000	31715.145 0.000	31729.951 0.000
31034.054 0.000	31048.860 0.000	31063.667 0.000	31078.473 0.000	31093.279 0.000	31108.086 0.000	31641.113 0.000	31655.920 0.000	31670.726 0.000	31685.532 0.000	31700.338 0.000	31715.145 0.000	31729.951 0.000	31744.757 0.000	31759.564 0.000
31048.860 0.000	31063.667 0.000	31641.113 0.000	31655.920 0.000	31670.726 0.000	31685.532 0.000	31700.338 0.000	31715.145 0.000	31729.951 0.000	31744.757 0.000
31034.054 0.000	31048.860 0.000	31063.667 0.000	31078.473 0.000	31093.279 0.000	31108.086 0.000	31122.892 0.000	31641.113 0.000	31655.920 0.000	31670.726 0.000	31685.532 0.000	31700.338 0.000	31715.145 0.000	31729.951 0.000	31744.757 0.000	31759.564 0.000
31048.860 0.000	31063.667 0.000	31626.307 0.000	31641.113 0.000	31655.920 0.000	31670.726 0.000	31685.532 0.000	31700.338 0.000	31715.145 0.000	31729.951 0.000	31744.757 0.000	31759.564 0.000	31774.370 0.000
31004.441 0.000	31019.248 0.000	31034.054 0.000	31048.860 0.000	31063.667 0.000	31078.473 0.000	31093.279 0.000	31108.086 0.000	31122.892 0.000	31137.698 0.000	31152.505 0.000	31167.311 0.000	31182.117 0.000	31196.923 0.000	31211.730 0.000	31226.536 0.000	31241.342 0.000	31256.149 0.000	31596.694 0.000	31611.501 0.000	31626.307 0.000	31641.113 0.000	31655.920 0.000	31670.726 0.000	31685.532 0.000	31700.338 0.000	31715.145 0.000	31729.951 0.000	31744.757 0.000	31759.564 0.000	31774.370 0.000	31789.176 0.000
30338.157 0.000	30352.963 0.000	30367.769 0.000	30382.576 0.000	30397.382 0.000	30412.188 0.000	30426.995 0.000	30441.801 0.000	30456.607 0.000	30471.414 0.000	30486.220 0.000	30501.026 0.000	30515.833 0.000	30530.639 0.000	30545.445 0.000	30560.252 0.000	30575.058 0.000	30589.864 0.000	30604.671 0.000	30619.477 0.000	30634.283 0.000	30649.090 0.000	30663.896 0.000	30678.702 0.000	30693.509 0.000	30708.315 0.000	30723.121 0.000	30737.927 0.000	30752.734 0.000	30767.540 0.000	30782.346 0.000	30797.153 0.000	30811.959 0.000	30826.765 0.000	30841.572 0.000	30856.378 0.000	30871.184 0.000	30885.991 0.000	30900.797 0.000	30915.603 0.000	30930.410 0.000	30945.216 0.000	30960.022 0.000	30974.829 0.000	30989.635 0.000	31004.441 0.000	31019.248 0.000	31034.054 0.000	31048.860 0.000	31063.667 0.000	31078.473 0.000	31093.279 0.000	31108.086 0.000	31122.892 0.000	31137.698 0.000	31152.505 0.000	31167.311 0.000	31182.117 0.000	31196.923 0.000	31211.730 0.000	31226.536 0.000	31241.342 0.000	31256.149 0.000	31270.955 0.000	31285.761 0.000	31300.568 0.000	31315.374 0.000	31330.180 0.000	31344.987 0.000	31359.793 0.000	31374.599 0.000	31389.406 0.000	31404.212 0.000	31419.018 0.000	31433.825 0.000	31448.631 0.000	31463.437 0.000	31478.244 0.000	31493.050 0.000	31507.856 0.000	31522.663 0.000	31537.469 0.000	31552.275 0.000	31567.082 0.000	31581.888 0.000	31596.694 0.000	31611.501 0.000	31626.307 0.000	31641.113 0.000	31655.920 0.000	31670.726 0.000	31685.532 0.000	31700.338 0.000	31715.145 0.000	31729.951 0.000	31744.757 0.000	31759.564 0.000	31774.370 0.000	31789.176 0.000
30338.157 0.000	30352.963 0.000	30367.769 0.000	30382.576 0.000	30397.382 0.000	30412.188 0.000	30426.995 0.000	30441.801 0.000	30456.607 0.000	30471.414 0.000	30486.220 0.000	30501.026 0.000	30515.833 0.000	30530.639 0.000	30545.445 0.000	30560.252 0.000	30575.058 0.000	30589.864 0.000	30604.671 0.000	30619.477 0.000	30634.283 0.000	30649.090 0.000	30663.896 0.000	30678.702 0.000	30693.509 0.000	30708.315 0.000	30723.121 0.000	30737.927 0.000	30752.734 0.000	30767.540 0.000	30782.346 0.000	30797.153 0.000	30811.959 0.000	30826.765 0.000	30841.572 0.000	30856.378 0.000	30871.184 0.000	30885.991 0.000	30900.797 0.000	30915.603 0.000	30930.410 0.000	30945.216 0.000	30960.022 0.000	30974.829 0.000	30989.635 0.000	31004.441 0.000	31019.248 0.000	31034.054 0.000	31048.860 0.000	31063.667 0.000	31078.473 0.000	31093.279 0.000	31108.086 0.000	31122.892 0.000	31137.698 0.000	31152.505 0.000	31167.311 0.000	31182.117 0.000	31196.923 0.000	31211.730 0.000	31226.536 0.000	31241.342 0.000	31256.149 0.000	31270.955 0.000	31285.761 0.000	31300.568 0.000	31315.374 0.000	31330.180 0.000	31344.987 0.000	31359.793 0.000	31374.599 0.000	31389.406 0.000	31404.212 0.000	31419.018 0.000	31433.825 0.000	31448.631 0.000	31463.437 0.000	31478.244 0.000	31493.050 0.000	31507.856 0.000	31522.663 0.000	31537.469 0.000	31552.275 0.000	31567.082 0.000	31581.888 0.000	31596.694 0.000	31611.501 0.000	31626.307 0.000	31641.113 0.000	31655.920 0.000	31670.726 0.000	31685.532 0.000	31700.338 0.000	31715.145 0.000	31729.951 0.000	31744.757 0.000	31759.564 0.000	31774.370 0.000	31789.176 0.000
